页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数
10,4830290415194032,淮安法院,2022-10-30 15:20:40,【转发提醒！#3名中国公民在韩踩踏事故中遇难#，#中国驻韩使馆发布提醒#】截至目前，韩国首尔梨泰院踩踏事件已造成151人死亡、82人受伤，其中3名中国公民不幸遇难。驻韩国大使馆提醒在韩中国公民加强安全防范：①重视人身安全。②做好疫情防护。③报备个人信息。如遇紧急情况，及时报警并与使馆取得联系寻求协助。↓↓（人民日报记者马菲）,0,0,0
10,4830285872760771,装看见,2022-10-30 15:02:37,武汉疫情时，逃离武汉；上海时，逃离上海；现在，又逃离郑州。哪里才是安全之地？又能逃到哪里？ ,4,20,64
10,4830290331833288,开始骂人,2022-10-30 15:20:20,#福州疫情#明天会是最后一轮核酸吗 ,0,0,1
10,4830290315054292,翘屁胖丁,2022-10-30 15:20:16,微博发点纯享版吧虽然不在我身边 但是还是让我感受到很多幸福希望疫情快点结束吧 这是我最大的愿望这样就能早点见面了 ,0,0,0
10,4830290307188403,吧飒嘿,2022-10-30 15:20:14,#希望疫情早日结束# 这样的日子里，希望我们都能平稳度过，期待春天的到来。 乌鲁木齐 ,0,0,1
10,4830290281498265,NPC呐奶泡森406,2022-10-30 15:20:08,#广州疫情#回去封校我创亖所有人 ,0,1,3
10,4830290272584952,李家的晴格格,2022-10-30 15:20:06,疫情当下平凡日子里的一点点小幸福 ,0,0,0
10,4830286162428173,SE7EN-曼彻斯特联队大中华区领队,2022-10-30 15:03:45,#哈尔滨疫情#打开某音，第一下是自己的话，吓了我一跳 哈尔滨 ,0,15,15
11,4830290168780768,霜双双双双双双,2022-10-30 15:19:41,#西安疫情#你个瓜皮 你是要人人变成小🐑人才停课是不是@西安教育 ,0,0,6
11,4830290164318239,SEXYKINGL,2022-10-30 15:19:39,#哈尔滨疫情#真的假的,0,3,3
11,4830290163271658,六斤火龙果,2022-10-30 15:19:40,墨家零售商挂跑单狗一个网页链接我链接都拍了，她告诉我说他那有疫情没法寄，我都没说什么。结果今天就给我退款了，发信息也不回，咸🐟1h前在线，都不跟我讲清楚，还不付跑单费。😓（我说能不能别夹我了？）,0,3,1
11,4830290155669939,冷眼看人间恩怨·7,2022-10-30 15:19:38,#邵阳疫情# 很基本的一个问题是，很多地方封是封了，但却没有任何物资提供，一个个被迫在家座吃山空，迟早要出大事！没有疫情的困扰时大多数人也就勉强维持生计，如此大环境下，病不死都得饿死！难道真要重演1942年的悲剧吗？！#郑州疫情# ,0,0,2
11,4830290146755744,卡待删爱喝醋,2022-10-30 15:19:36,蛮emo的了茶饭亦不思姨诚心推荐两部经典老味儿崆布电影日常#张家口疫情##张家口疫情防控# 张家口 ,0,0,1
11,4830290100356286,管好你自己HeyYo,2022-10-30 15:19:24,今年有三套商品房要收，听起来好像很有钱，其实是疫情前买的，后来资金紧张 房子想卖都卖不掉，除非折价20% 我做梦也没想过会遇上一线城市房价下跌的日子，真的是要狠狠感谢一些人啊。 ,0,2,7
11,4830290051336608,柚子露的小绵羊,2022-10-30 15:19:13,#韩国首尔梨泰院发生踩踏事故# 这一年听到的消息大多都是消极负面的，感觉人都变得低落了很多。加上最近疫情全面开花，整个广州街道都没什么人，车也少了很多。这个世界还会好吗？ ,0,1,2
11,4830290021712044,兴化周勇,2022-10-30 15:19:05,#哈尔滨疫情#真的假的,0,0,1
11,4830289996546452,温江人社,2022-10-30 15:19:00,#人事考试# 【温馨提示】关于2022年3季度成都市事业单位公开招聘笔试时间安排及疫情防控要求的公告，2022年3季度成都市事业单位公开招聘笔试时间定于11月6日（周日）举行。请广大应聘考生根据当前四川省、成都市有关疫情防控工作要求按照《疫情防控要求考生须知》参加笔试。  ,0,0,0
11,4830289987636342,区志航分享,2022-10-30 15:18:58,疫情反复之下又逢周日，求诊者果然比平时少得多。错峰诊疗，完美高效 广州·暨南大学附属第一医院 ,0,0,0
12,4830290155669939,冷眼看人间恩怨·7,2022-10-30 15:19:38,#邵阳疫情# 很基本的一个问题是，很多地方封是封了，但却没有任何物资提供，一个个被迫在家座吃山空，迟早要出大事！没有疫情的困扰时大多数人也就勉强维持生计，如此大环境下，病不死都得饿死！难道真要重演1942年的悲剧吗？！#郑州疫情# ,0,0,2
12,4830290146755744,卡待删爱喝醋,2022-10-30 15:19:36,蛮emo的了茶饭亦不思姨诚心推荐两部经典老味儿崆布电影日常#张家口疫情##张家口疫情防控#张家口,0,0,1
12,4830290100356286,管好你自己HeyYo,2022-10-30 15:19:24,今年有三套商品房要收，听起来好像很有钱，其实是疫情前买的，后来资金紧张房子想卖都卖不掉，除非折价20%我做梦也没想过会遇上一线城市房价下跌的日子，真的是要狠狠感谢一些人啊。,0,2,7
12,4830290051336608,柚子露的小绵羊,2022-10-30 15:19:13,#韩国首尔梨泰院发生踩踏事故# 这一年听到的消息大多都是消极负面的，感觉人都变得低落了很多。加上最近疫情全面开花，整个广州街道都没什么人，车也少了很多。这个世界还会好吗？ ,0,1,2
12,4830290050551596,_小施施施,2022-10-30 15:19:13,闭环管理第7天，想抱抱老吴和女儿了愿丰顺疫情早日结束，早日回家 ,0,0,0
12,4830290021712044,兴化周勇,2022-10-30 15:19:05,蛮emo的了茶饭亦不思姨诚心推荐两部经典老味儿崆布电影日常#张家口疫情##张家口疫情防控#张家口,0,0,1
12,4830289996546452,温江人社,2022-10-30 15:19:00,#人事考试# 【温馨提示】关于2022年3季度成都市事业单位公开招聘笔试时间安排及疫情防控要求的公告，2022年3季度成都市事业单位公开招聘笔试时间定于11月6日（周日）举行。请广大应聘考生根据当前四川省、成都市有关疫情防控工作要求按照《疫情防控要求考生须知》参加笔试。  ,0,0,0
12,4830289987636342,区志航分享,2022-10-30 15:18:58,疫情反复之下又逢周日，求诊者果然比平时少得多。错峰诊疗，完美高效 广州·暨南大学附属第一医院 ,0,0,0
12,4830289975576333,杭锦发布,2022-10-30 15:18:55,【杭锦大白会武术 这事儿瞒不住了】#疫情防控#点击下方↓视频观看（制作：岳金鹤） 杭锦发布的微博视频 ,0,0,0
12,4830283549380639,munrolee,2022-10-30 14:53:23,#郑州疫情##呼和浩特##乌鲁木齐##疫情# ,0,0,20
13,4830289942020413,依米Emilie,2022-10-30 15:18:46,大好周末不排队做核酸可惜了#重庆疫情##核酸检测# 重庆·华人当代美术馆 ,0,0,0
13,4830289900077225,Dear-迪斯妮公主,2022-10-30 15:18:36,#哈尔滨疫情#网课了,0,10,9
13,4830289886972167,陈女青要向前看cj,2022-10-30 15:18:34,封控第19天看完了底线庭外唐朝诡事录继续补梦华录和1988吃不到科技与狠活还是有点郁闷的好在有我的猫治愈我跟父母封在一起太幸福啦既然出不去那就好好陪伴家人吧#郑州疫情#,0,1,1
13,4830289886713150,小时视频,2022-10-30 15:18:34,#哈尔滨疫情#网课了,0,0,1
13,4830289875174769,阿呆呆的日常,2022-10-30 15:18:31,#郑州疫情#我们突然说又不让出去了，这是怎么回事，出入证也不行了，是又严重了？ ,0,2,3
13,4830289870456473,丘比特之兔子,2022-10-30 15:18:30,#那些年的购物袋#一个塑料袋以前拉着小姐妹逛逛逛回来的购物袋，好看的结实的大个的都分门别类留着不时之需，如今这库存却好多年没新增了，超市回来的购物袋基本都当了垃圾袋...那些年没有疫情的青春 ,0,0,0
13,4830289853942265,恍然旧梦_夏夏,2022-10-30 15:18:26,自闭了，到了要隔离，一看文件前两天才下，直接买票转身走了，该死的疫情 ,0,0,0
13,4830289827989382,游吟诗人龙八,2022-10-30 15:18:20,#边关月##搞笑视频# 〔网友才〕‖疫情在家，来个蔬菜大阅兵 游吟诗人龙八的微博视频 ,0,0,0
13,4830289777394560,椰岛的猫,2022-10-30 15:18:07,#怀化##疫情# 快点过去吧 准备了这么久的教资没考成 人在学校也快被关傻了 新宿舍网也不好 外面天气也不好 整个人就感觉好霉啊 都快感觉人生无望了 ,0,0,0
13,4830289760623758,枔刈der,2022-10-30 15:18:04,疫情退散！！！俺想每周都回家 ,0,0,0
14,4830289857086342,冰城网,2022-10-30 15:18:26,哈尔滨学府凯德最新通知！暂停营业！#哈尔滨疫情##哈尔滨疫情防控# @哈尔滨的今天 ,0,0,3
14,4830289853942265,恍然旧梦_夏夏,2022-10-30 15:18:26,自闭了，到了要隔离，一看文件前两天才下，直接买票转身走了，该死的疫情,0,0,0
14,4830289827989382,游吟诗人龙八,2022-10-30 15:18:20,#边关月##搞笑视频#〔网友才〕‖疫情在家，来个蔬菜大阅兵游吟诗人龙八的微博视频,0,0,0
14,4830289777394560,椰岛的猫,2022-10-30 15:18:07,#怀化##疫情# 快点过去吧 准备了这么久的教资没考成 人在学校也快被关傻了 新宿舍网也不好 外面天气也不好 整个人就感觉好霉啊 都快感觉人生无望了 ,0,0,0
14,4830289760623758,枔刈der,2022-10-30 15:18:04,疫情退散！！！俺想每周都回家 ,0,0,0
14,4830289723135009,安民Anmin0001,2022-10-30 15:17:55,自闭了，到了要隔离，一看文件前两天才下，直接买票转身走了，该死的疫情,1,2,2
14,4830289676737122,王友明wangyouming,2022-10-30 15:17:44,疫情防控，人人有责！大家牢固树立第一责任人的思想，做好个人防护措施。做好个人卫生，勤洗手，常通风，为疫情防控工作，贡献自己的一份力量。#乌鲁木齐超话# ,0,0,0
14,4830279707918423,梦然kira,2022-10-30 14:38:06,#河南多地致信本地在郑州富士康工作人员#郑州富士康据说有二十万人，在疫情的防疫上还是有困难的，毕竟都是思想活跃的90和00后，在应对灾难的时候我们领导的效率是不够及时的！ ,1,4,14
14,4830289651829738,冰淇淋草莓0712,2022-10-30 15:17:38,我想玩 玩玩玩🌨️#郑州疫情# 郑州 ,0,0,1
14,4830289638987034,云的记事本,2022-10-30 15:17:35,武汉是已经彻底沦陷了吗  几个想吃的店打电话问都说疫情封控歇业   封校大学生想吃顿好的就这难吧#武汉疫情# ,0,0,0
15,4830279707918423,梦然kira,2022-10-30 14:38:06,#河南多地致信本地在郑州富士康工作人员#郑州富士康据说有二十万人，在疫情的防疫上还是有困难的，毕竟都是思想活跃的90和00后，在应对灾难的时候我们领导的效率是不够及时的！ ,1,4,14
15,4830289651829738,冰淇淋草莓0712,2022-10-30 15:17:38,我想玩玩玩玩🌨️#郑州疫情#郑州,0,0,1
15,4830289638987034,云的记事本,2022-10-30 15:17:35,武汉是已经彻底沦陷了吗几个想吃的店打电话问都说疫情封控歇业封校大学生想吃顿好的就这难吧#武汉疫情#,0,0,0
15,4830289635577175,Honey_JIMIN,2022-10-30 15:17:34,BBBuild太难过了，昨天候场的杂志都已经到地方了就差最后一步就能邮到我这了，本来打算考完教资就去取，结果突然宣布静默三天真的会谢等了大半个月的杂志呀，还出不去疫情什么时候可以好呀真的真的很难过so sad ,0,4,1
15,4830289622995965,啃一口小七仔,2022-10-30 15:17:31,#广州疫情#花都跨区去从化读书照样去 ,0,0,0
15,4830289622733586,双耳莓柚烦恼,2022-10-30 15:17:31,#福州疫情#我的城市生病了😷第一次离疫情那么近第一次感受到黄码带来的惶恐第一次体会天天做核酸的痛苦今天已经做第八轮核酸了希望这些第一次也是最后一次愿早日摆脱疫情🙏 福州 ,0,0,2
15,4830289614078963,小镇错题家yj,2022-10-30 15:17:29,一些疫情后的精神状态 ,0,0,0
15,4830289610932577,不嫌,2022-10-30 15:17:27,当务之急就是解封，必须尽早解封。否则打工人扛不住。#郑州疫情# ,0,0,4
15,4830289592847760,湛泸剑,2022-10-30 15:17:24,我想玩玩玩玩🌨️#郑州疫情#郑州,0,0,0
15,4830289546970859,zzbella,2022-10-30 15:17:13,社区都是什么🐶玩意#郑州疫情# ,0,0,6
16,4830283733401692,文曦W2,2022-10-30 14:54:06,我们都以为世界太平了其实并不是平安到家#郑州疫情# ,0,0,12
16,4830289497687865,一只孤独的玛卡巴卡,2022-10-30 15:17:01,#郑州疫情#当一把伞卖到10万的时候，那么这雨永远都不会停,0,0,13
16,4830289497166305,CATTI译路通,2022-10-30 15:17:01,#郑州疫情#当一把伞卖到10万的时候，那么这雨永远都不会停,0,1,0
16,4830289493493099,虎嗅APP,2022-10-30 15:17:00,【#南京工业大学回应一老师索要回扣#】针对网上流传的“南京工业大学一名老师向供应方索要回扣”的聊天记录截图，南京工业大学通报调查结果：10月28日晚，学校关注到网络平台反映我校博士后彭某某相关事宜，学校高度重视，立即进行调查处置。相关情况如下：因疫情防控需要，我校江浦校区正在实施临时封闭管理。10月28日上午，彭某某自发组建面向教工的团购群，并与某超市工作人员通过微信商谈集中购买生活必需品等事宜，其中存在不合适的说法。了解上述情况后，学校立即对其进行制止，彭某某解散该群，实际未发生交易行为。经批评教育，彭某某已认识到自身错误，作出深刻检讨。学校相关部门已经依规依纪对其进行严肃处理。衷心感谢广大网友！欢迎对学校工作进行监督！（环球时报）,0,3,1
16,4830289492711007,羊是同谋,2022-10-30 15:17:00,#广州疫情#。。。,0,0,0
16,4830289488774340,FM1052羊城交通台,2022-10-30 15:16:59,【广州增城区调整部分区域临时管控措施】#广州疫情防控#据@广州增城发布消息：增城区关于调整部分区域临时管控措施的通告（2022年第55号）根据疫情防控需要，经区新型冠状病毒肺炎疫情防控指挥部研究决定，自10月30日起对荔城街锦绣御景苑三期、庆丰村马屋社等区域调整临时管控措施：一、荔城街锦绣御景苑三期，由“个人防护，避免聚集”调整为“人不出区、错峰取物”等管控措施。二、荔城街庆丰村马屋社，实行“个人防护，避免聚集”调整为“人不出区、错峰取物”等管控措施。三、荔城街锦绣御景苑及庆丰村马屋社周边（东至增派公路，南至荔城大道，西至庆丰村，北至汇翠湾），实行“个人防护，避免聚集”等管控措施。进出该区域须持48小时内核酸检测阴性证明。四、第54号通告中关于荔城街锦绣御景苑一期、二期和新塘镇奥园康威广场的管控措施不变。以上区域范围和管控措施将根据疫情防控形势变化适时调整，请市民群众配合。区域内居民如有生活、就医等需求可拨打以下服务热线：咨询服务热线：82610677（荔城街防控办）、32829325（荔城街锦绣社区）、13380010223（庆丰村）。物资保障热线：82652133、13809283098。医疗服务热线：82752990（荔城医院急诊中心）、13535361865。特此通告。广州市增城区新型冠状病毒肺炎疫情防控领导小组（代章）2022年10月30日,0,0,1
16,4830289479602037,孤僻小老太-H,2022-10-30 15:16:57,#郑州疫情# 表面上是晴天 其实大雨滂沱 ,0,1,3
16,4830289472262959,托马斯大官人,2022-10-30 15:16:55,#广州疫情#。。。,0,0,11
16,4830289426383390,ItsFoster,2022-10-30 15:16:44,#广州疫情# 这个世界怎么会变成这样呢 ,0,1,0
16,4830289422188559,夏都西宁,2022-10-30 15:16:42,#西宁疫情#  隔离不隔爱 致敬隔离酒店里的温暖“守护者西宁市广播电视台的微博视频 ,0,0,0
17,4830289517610118,a_catshow,2022-10-30 15:17:06,又在娘家蹭了一周饭我有一种明天小区能解封的预感如果不行就再预一遍#郑州疫情# ,0,0,2
17,4830283733401692,文曦W2,2022-10-30 14:54:06,我们都以为世界太平了其实并不是平安到家#郑州疫情#,0,0,12
17,4830289497687865,一只孤独的玛卡巴卡,2022-10-30 15:17:01,#郑州疫情#当一把伞卖到10万的时候，那么这雨永远都不会停 ,0,0,14
17,4830289497166305,CATTI译路通,2022-10-30 15:17:01,【关于暂停宁夏考区2022年度下半年翻译专业资格（水平）考试的通告】经自治区应对新冠肺炎疫情工作指挥部评估，结合当前我区疫情防控形势，宁夏考区暂停原定于11月5日、6日举行的2022年度下半年翻译专业资格（水平）考试。后续考试具体安排和疫情防控要求，请及时关注宁夏人事考试中心网。因疫情防控暂停考试给您带来的不便，敬请谅解。如有疑问，请咨询宁夏人事考试中心考试服务电话0951-12333、5099130、5099131、5099163。宁夏人事考试中心2022年10月28日考生问答一、为什么暂停2022年度勘察设计注册工程师、执业药师、一级注册消防工程师、下半年翻译、计算机技术与软件专业技术资格（水平）考试？答：鉴于当前我区疫情防控形势严峻复杂，各地还有散在新发疫情出现，经自治区应对新冠肺炎疫情防控工作指挥部组织评估，考试存在人员聚集、跨地区流动的情况，引起疫情扩散蔓延风险较高。为持续巩固疫情防控成果，保障广大考生和涉考工作人员生命安全、身体健康，根据自治区应对新冠肺炎疫情防控工作指挥部评估意见，决定暂停原定于2022年11月5日、6日举行的2022年度勘察设计注册工程师、执业药师、一级注册消防工程师、下半年翻译、计算机技术与软件专业技术资格（水平）考试。二、后续考试如何安排？答：以上考试属于全国统一考试，目前后续考试时间暂未确定，安排确定后我们将及时在宁夏人事考试中心网发布相关公告，请予以关注。后续考试仅限已报名且缴费成功的考生参加，且无需再次进行报名、缴费，届时请根据公告时间登陆宁夏人事考试网打印准考证参加考试即可。三、如果不安排后续补考怎么办？答：如果国家不再统一安排补考，宁夏人事考试中心将对报考成功人员统一安排退费，考生无须申请，已缴费用全额退还至原付款账户，实行合格成绩滚动管理的考试，合格成绩有效期延长一年。四、如果不想参加后续补考，现在能否办理退费？答：如果不想参加后续补考，考生可于10月31日至11月6日登录宁夏人事考试中心网，通过网上业务办理平台信息修改版块，提交相关考试退费申请。经统一审核，11月10日前，申请退费考生已缴费用将全额退还至原付款账户。请考生慎重考虑是否退费，如后续国家统一组织补考，仅限已报名缴费成功的考生参加。#CATTI#网页链接,0,1,0
17,4830289493493099,虎嗅APP,2022-10-30 15:17:00,【#南京工业大学回应一老师索要回扣#】针对网上流传的“南京工业大学一名老师向供应方索要回扣”的聊天记录截图，南京工业大学通报调查结果：10月28日晚，学校关注到网络平台反映我校博士后彭某某相关事宜，学校高度重视，立即进行调查处置。相关情况如下：因疫情防控需要，我校江浦校区正在实施临时封闭管理。10月28日上午，彭某某自发组建面向教工的团购群，并与某超市工作人员通过微信商谈集中购买生活必需品等事宜，其中存在不合适的说法。了解上述情况后，学校立即对其进行制止，彭某某解散该群，实际未发生交易行为。经批评教育，彭某某已认识到自身错误，作出深刻检讨。学校相关部门已经依规依纪对其进行严肃处理。衷心感谢广大网友！欢迎对学校工作进行监督！（环球时报）,0,3,1
17,4830289492711007,羊是同谋,2022-10-30 15:17:00,#广州疫情#。。。,0,0,0
17,4830289488774340,FM1052羊城交通台,2022-10-30 15:16:59,【关于暂停宁夏考区2022年度下半年翻译专业资格（水平）考试的通告】经自治区应对新冠肺炎疫情工作指挥部评估，结合当前我区疫情防控形势，宁夏考区暂停原定于11月5日、6日举行的2022年度下半年翻译专业资格（水平）考试。后续考试具体安排和疫情防控要求，请及时关注宁夏人事考试中心网。因疫情防控暂停考试给您带来的不便，敬请谅解。如有疑问，请咨询宁夏人事考试中心考试服务电话0951-12333、5099130、5099131、5099163。宁夏人事考试中心2022年10月28日考生问答一、为什么暂停2022年度勘察设计注册工程师、执业药师、一级注册消防工程师、下半年翻译、计算机技术与软件专业技术资格（水平）考试？答：鉴于当前我区疫情防控形势严峻复杂，各地还有散在新发疫情出现，经自治区应对新冠肺炎疫情防控工作指挥部组织评估，考试存在人员聚集、跨地区流动的情况，引起疫情扩散蔓延风险较高。为持续巩固疫情防控成果，保障广大考生和涉考工作人员生命安全、身体健康，根据自治区应对新冠肺炎疫情防控工作指挥部评估意见，决定暂停原定于2022年11月5日、6日举行的2022年度勘察设计注册工程师、执业药师、一级注册消防工程师、下半年翻译、计算机技术与软件专业技术资格（水平）考试。二、后续考试如何安排？答：以上考试属于全国统一考试，目前后续考试时间暂未确定，安排确定后我们将及时在宁夏人事考试中心网发布相关公告，请予以关注。后续考试仅限已报名且缴费成功的考生参加，且无需再次进行报名、缴费，届时请根据公告时间登陆宁夏人事考试网打印准考证参加考试即可。三、如果不安排后续补考怎么办？答：如果国家不再统一安排补考，宁夏人事考试中心将对报考成功人员统一安排退费，考生无须申请，已缴费用全额退还至原付款账户，实行合格成绩滚动管理的考试，合格成绩有效期延长一年。四、如果不想参加后续补考，现在能否办理退费？答：如果不想参加后续补考，考生可于10月31日至11月6日登录宁夏人事考试中心网，通过网上业务办理平台信息修改版块，提交相关考试退费申请。经统一审核，11月10日前，申请退费考生已缴费用将全额退还至原付款账户。请考生慎重考虑是否退费，如后续国家统一组织补考，仅限已报名缴费成功的考生参加。#CATTI#网页链接,0,0,1
17,4830289479602037,孤僻小老太-H,2022-10-30 15:16:57,#郑州疫情# 表面上是晴天 其实大雨滂沱 ,0,1,3
17,4830289472262959,托马斯大官人,2022-10-30 15:16:55,【#南京工业大学回应一老师索要回扣#】针对网上流传的“南京工业大学一名老师向供应方索要回扣”的聊天记录截图，南京工业大学通报调查结果：10月28日晚，学校关注到网络平台反映我校博士后彭某某相关事宜，学校高度重视，立即进行调查处置。相关情况如下：因疫情防控需要，我校江浦校区正在实施临时封闭管理。10月28日上午，彭某某自发组建面向教工的团购群，并与某超市工作人员通过微信商谈集中购买生活必需品等事宜，其中存在不合适的说法。了解上述情况后，学校立即对其进行制止，彭某某解散该群，实际未发生交易行为。经批评教育，彭某某已认识到自身错误，作出深刻检讨。学校相关部门已经依规依纪对其进行严肃处理。衷心感谢广大网友！欢迎对学校工作进行监督！（环球时报）,0,0,11
17,4830289426383390,ItsFoster,2022-10-30 15:16:44,#广州疫情# 这个世界怎么会变成这样呢 ,0,1,0
18,4830289422188559,夏都西宁,2022-10-30 15:16:42,#西宁疫情#隔离不隔爱致敬隔离酒店里的温暖“守护者西宁市广播电视台的微博视频,0,0,0
18,4830289412756325,嘿路球球,2022-10-30 15:16:41,讨厌疫情,0,0,1
18,4830289376053470,我又爱了你一遍,2022-10-30 15:16:32,邵阳改名字叫邵阴吧#邵阳疫情# ,0,1,2
18,4830289367402816,擅长吃珍珠-,2022-10-30 15:16:30,疫情在家吃的东西 真的就那么巧的只关上了我和妹妹 再不会做饭都会做了不得不说厨艺是一天比一天好了 心态快崩了到底啥时候才能解封家里网络也用不了 ,0,0,0
18,4830286988185754,这波我输出拉满,2022-10-30 15:07:03,#郑州疫情# 看到这句真的崩不住了 郑州·郑州市航空港区 ,0,1,26
18,4830289338302716,是文刀女侠呀,2022-10-30 15:16:22,#合肥疫情# 加油物资供应很及时快快早日解封 ,0,1,1
18,4830289329128227,清和肃穆,2022-10-30 15:16:21,#西宁疫情#隔离不隔爱致敬隔离酒店里的温暖“守护者西宁市广播电视台的微博视频,0,0,0
18,4830282832679105,文曦W2,2022-10-30 14:50:32,热搜都是韩国那个新闻，没一个郑州疫情.: 被压热搜了真恐怖😱#郑州疫情# ,0,4,13
18,4830289266744775,两碗饭太多了啦,2022-10-30 15:16:06,#哈尔滨疫情#那些【骂中学生的】大学生和成年人（注意，只是骂了中学生的那些），说我们问线上线下烦，那你们也别天天问什么时候大学解封，什么时候取消某防疫政策好正常上班，按你们的话来说，你们也挺烦，挺粘牙。 ,0,1,17
19,4830289426383390,ItsFoster,2022-10-30 15:16:44,#广州疫情# 这个世界怎么会变成这样呢 ,0,1,0
19,4830289422188559,夏都西宁,2022-10-30 15:16:42,#西宁疫情#隔离不隔爱致敬隔离酒店里的温暖“守护者西宁市广播电视台的微博视频,0,0,0
19,4830289412756325,嘿路球球,2022-10-30 15:16:41,讨厌疫情,0,0,1
19,4830289396502622,土豆泥万万岁,2022-10-30 15:16:37,已经持续发了快半个月的饭疯了，我真的一备考或者一压力大就暴饮暴食，每天被饭疯叫起来去买早饭，跟赵颖宝宝约好考完就去吃比格，这个逼疫情，怕是这学期也吃不到了，我要发饭疯发死了 ,0,0,0
19,4830289376053470,我又爱了你一遍,2022-10-30 15:16:32,邵阳改名字叫邵阴吧#邵阳疫情# ,0,1,2
19,4830289367402816,擅长吃珍珠-,2022-10-30 15:16:30,疫情在家吃的东西 真的就那么巧的只关上了我和妹妹 再不会做饭都会做了不得不说厨艺是一天比一天好了 心态快崩了到底啥时候才能解封家里网络也用不了 ,0,0,0
19,4830286988185754,这波我输出拉满,2022-10-30 15:07:03,#郑州疫情# 看到这句真的崩不住了 郑州·郑州市航空港区 ,0,1,26
19,4830289338302716,是文刀女侠呀,2022-10-30 15:16:22,#合肥疫情# 加油物资供应很及时快快早日解封 ,0,1,1
19,4830289329128227,清和肃穆,2022-10-30 15:16:21,#西宁疫情#隔离不隔爱致敬隔离酒店里的温暖“守护者西宁市广播电视台的微博视频,0,0,0
19,4830282832679105,文曦W2,2022-10-30 14:50:32,热搜都是韩国那个新闻，没一个郑州疫情.: 被压热搜了真恐怖😱#郑州疫情# ,0,4,13
20,4830289120200208,求饶的魔鬼,2022-10-30 15:15:31,滕州夜景一角 快点好起来吧[玫瑰]（图片来自原同事）#滕州疫情# ,0,0,0
20,4830289120198987,星星是黑暗的眼睛,2022-10-30 15:15:30,#呼和浩特疫情##疫情下的生活#康康小区超市89的蔬菜包,0,0,1
20,4830289119676008,芝芝乳酸菌,2022-10-30 15:15:31,#福清疫情#这个意思是说去过确诊病例去过的地方？！ ,0,0,0
20,4830289114957878,HeJiin,2022-10-30 15:15:30,希望疫情快快过去 发个库存 假装还在放空吧！ ,0,0,0
20,4830289107358255,冬半初四w,2022-10-30 15:15:28,#哈尔滨疫情#双城线上线下 ,0,0,0
20,4830289086645579,若欢公子,2022-10-30 15:15:23,#郑州疫情#在兰州上学的河南人，来看看家乡词条，人在兰州，已经快疯了 ,0,0,8
20,4830289081406659,必胜小胡,2022-10-30 15:15:22,就在嘴唇内壁上抹一下的核酸检测有什么意义？#疫情# ,0,0,0
20,4830289077210710,小狗只想在三TO三摸鱼,2022-10-30 15:15:21,#郑州疫情#   小可怜呜呜好想带回家😭疫情什么时候能结束呢 ,0,2,2
20,4830289060436883,孙孙冒险记,2022-10-30 15:15:17,又是一周#郑州疫情# 郑州 ,0,1,1
20,4830289056498061,夏都西宁,2022-10-30 15:15:16,#西宁疫情# 【爱心车队 “疫”路护航】近日，贴有“洪海爱心车队”标志的50辆私家车穿梭在我市大街小巷，给平静的城市增添了温暖。 西宁市广播电视台的微博视频 ,0,0,0
