页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数
10,4823961332613220,胡思乱想的烤肉,2022-10-13 04:11:09,浅刷了一下知乎，翻到一些前几个月唐山打人事件的相关回答。不得不说知乎真的是一个男性占比很高、拥有很大话语权的社区，哪怕是用理性温和的文字去和他们探讨，唐山打人事件是否并不应该被简单地归类为黑社会事件，性别问题的视角也应该被允许讨论，但在女生分享情绪的时候，很多男性根本不愿意在感受上停留哪怕一秒钟，就转而去说理和说教，企图用“男性也会被性侵”来转移重点，赢得争论。试问说男生也会被性侵的各位，你是真实感受到自己作为男性，晚上在外面散步，在外面吃烧烤，会被性侵的恐惧吗？这件事是怎么让你个体感受到恐惧，担心被拖到巷子里侵害的？你有没有因为恐惧而减少晚上出门的频率，放弃去吃夜宵吃烧烤的机会？为什么一定要这么着急地撇清男女的矛盾呢？讨论性别问题并非是为了模糊重点，也不是在带节奏，相反，它是一个让两性之间增加沟通，相互理解的机会。可惜女生们说到这个份上，许多人依旧不能理解，也不愿去理解，何其傲慢。,0,1,2
10,4823898661065478,唐Emma,2022-10-13 00:02:07,众多格斗冠军当街被歹徒捅死（3）面对唐山打人事件普通人该怎么自保？#防身##防身术##女性防身##拳击##街头格斗#MMA精彩格斗场的微博视频,0,3,6
10,4823863051944949,棉桃下雨,2022-10-12 21:40:36,#唐山 打人# 无言以对，唉。 ,1,2,1
10,4823857758738324,用户7794934165,2022-10-12 21:19:35,扶风县宝润佳苑开发商欧打业主，是不是扶风县一颗毒瘤，能否引起上级领导的重视，唐山打人事件的背后是否扶风县跟扶风县一样的。 用户7794934165的微博视频 ,1,0,2
10,4823854596493592,北京德翔律师事务所,2022-10-12 21:07:01,#德翔说法##唐山打人案一审宣判# 腾讯特约视频丨唐山打人案一审，相比量刑，我更关注打伞。唯有打伞，才更能保护一方平安。 北京德翔律师事务所的微博视频 ,2,0,6
11,4823742985012395,各式爆笑,2022-10-12 13:43:31,曾被陈继志（唐山打人事件嫌疑人）非法拘禁者发声：胳膊被打折，脑袋被打俩疙瘩，被塞后备箱，差点被活埋。#各式爆笑##搞笑视频#  各式爆笑的微博视频 ,0,0,0
11,4823726347260200,各式爆笑,2022-10-12 12:37:24,“唐山打人案”将于9月23日在河北省廊坊市广阳区人民法院公开宣判。此前该案曾于9月13日公开审理，持续数日。#各式爆笑##搞笑视频#各式爆笑的微博视频,0,0,0
11,4823708232057072,各式爆笑,2022-10-12 11:25:24,唐山打人案今日（9月23日）宣判#各式爆笑##搞笑视频#各式爆笑的微博视频,0,0,0
11,4823690098770957,各式爆笑,2022-10-12 10:13:22,唐山打人案今天上午在河北廊坊开庭宣判#各式爆笑##搞笑视频#  各式爆笑的微博视频 ,0,0,0
11,4823687494635729,利芬影视,2022-10-12 10:03:01,愿每个女孩都被善待 张天爱 女生帮助女生 张天爱为唐山打人事件发声，称可为唐山受伤女生们提供医药费，girls help girls  利芬影视的微博视频 ,0,0,0
11,4823650752532133,我是一片海fxh,2022-10-12 07:37:01,“唐山打人案”将于9月23日在河北省廊坊市广阳区人民法院公开宣判。此前该案曾于9月13日公开审理，持续数日。#各式爆笑##搞笑视频#各式爆笑的微博视频,0,0,4
11,4823639126705081,枝爱莲爱枝,2022-10-12 06:50:49,徐州铁链女现在怎么样了？唐山打人事件中的几个女生现在怎么样了？ ,2,0,18
11,4823591042679139,狂爱麦旋风,2022-10-12 03:39:45,唐山打人案今日（9月23日）宣判#各式爆笑##搞笑视频#各式爆笑的微博视频,0,1,9
12,4823687494635729,利芬影视,2022-10-12 10:03:01,愿每个女孩都被善待 张天爱 女生帮助女生 张天爱为唐山打人事件发声，称可为唐山受伤女生们提供医药费，girls help girls  利芬影视的微博视频 ,0,0,0
12,4823650752532133,我是一片海fxh,2022-10-12 07:37:01,#两会看检察##抖音##跟新浪看热点##法眼看两会##全国两会##两会##我为群众办实事##热点##微博看两会##聚焦两会#热点#快手##唐山打人##唐山女孩被暴力围殴是所有人的噩梦##两会政在说#敬请关注：我实名举报的喀左黑恶势力和保护伞问题至今被地方保护伞包庇保护不予处理！这地方，喀左原财政局副局长号称“小诸葛”王桂森豢养小老婆一对私生子无人问津！占有国有资源无人问津！大老婆儿子王岩行贿周晋9万元造成喀左华信公司停产4年无人问津！巨额资产来路不明！这世上还有没有公平公正？,0,0,4
12,4823639126705081,枝爱莲爱枝,2022-10-12 06:50:49,徐州铁链女现在怎么样了？唐山打人事件中的几个女生现在怎么样了？,2,0,18
12,4823591042679139,狂爱麦旋风,2022-10-12 03:39:45,那个时候我看到一些出离我认知的事情，我会鸣不平也会愤怒，极度共情，在爸妈笑着跟我说：“反正事情没发生在你身上，你照顾好自己就好了”，“怎么会为唐山打人的事情掉眼泪啊，晚上给你做好吃的”，我会在心里责怪他们不懂得共情，不懂摇旗呐喊鸣不公和冤屈，最近看到上财和兰州文理那个事情，我甚至觉得，哦这种事情啊，很正常。回想起来在这个变化的过程中，我曾不止一次唾弃我这种不自觉地改变，但也许是自我保护的机制吧，我的大脑试图告诉我这种事很正常，不要为此出离愤怒，也许只有这种认知才能勉强维持我对周遭一切的忍耐度，我的精神才能活下去，但是这样矛盾转移了，由我和社会的矛盾转变为我和自我的矛盾，所以是社会转变了我吗，我最后是不是还得感叹一句时代洪流果然足够汹涌。,0,1,9
12,4823529965490248,麦薄荷,2022-10-11 23:37:03,越想写好的观点越有词不达意的遗憾其实就是一个质朴的愿望，希望每一个人都能坦坦荡荡地走在大路上——反思唐山烧烤店打人案（笔力不足，多加耕耘） ,0,0,6
12,4823527629260699,用户6152916232,2022-10-11 23:27:46,徐州铁链女现在怎么样了？唐山打人事件中的几个女生现在怎么样了？,0,1,0
12,4823523837087484,楚天舒987,2022-10-11 23:12:42,#电视剧底线##靳东电视剧底线# 想了下如果有第二季我想看什么案子呢？想看唐山打人、还有泰国弑妻、电信诈骗、寻子等等，不过好像刑事案居多 ,0,4,20
12,4823467462230983,软Q软Q真掌,2022-10-11 19:28:40,还拿唐山打人案说事的都没妈是吧什么逼男都有 ,0,0,0
13,4823110174377380,是丙宸啊,2022-10-10 19:48:57,@凤凰网@头条新闻@网易新闻@1818黄金眼@香江物业@民#国庆节##广州##唐山 打人# 为抢车位，路虎车明知刚出院仍故意开车撞人  广州·锦绣香江 ,0,1,0
13,4823062190753762,少女不看日落,2022-10-10 16:38:17,6.10唐山打人案后ptsd了属于接收到负面的消息头疼忍不住想干呕我无法拯救别人可我时常还是会为女性的处境而感到难过,1,1,3
13,4822961876111813,6风雨相依_163,2022-10-10 09:59:40,#唐山打人案一审宣判##不能清退的p2p平台将择机立案#法硕我国有期徒刑数罪并罚采取“限制加重原则”，24年的判处几乎是有期徒刑并罚的顶格。罪恶多端，#人人贷平台逾期兑付两年#必将严惩！@人民日报@首都金融,3,4,14
13,4822951658262863,娱乐抢先帝,2022-10-10 09:19:04,#成龙为唐山打人事件发声有能力制止的话，我们一定要站出来！因为我们不知道，下一次，躺在那里的会不会是我们自己...帮助别人就是帮助自己！#成龙娱乐抢先帝的微博视频,0,1,1
13,4822941844639017,内涵观众,2022-10-10 08:40:04,唐山打人案一审宣判 #亿点曝光计划# ,0,0,0
13,4822937250564335,damienriee,2022-10-10 08:21:49,6.10唐山打人案后ptsd了属于接收到负面的消息头疼忍不住想干呕我无法拯救别人可我时常还是会为女性的处境而感到难过,0,0,1
13,4822920666285121,俞飞,2022-10-10 07:15:55,搂搂……《唐山打人案调查采访》唐山打人案调查采访网页链接 ,0,0,3
13,4822597252679949,吃瓜之旅准备减肥,2022-10-09 09:50:47,#唐山打人案一审宣判##不能清退的p2p平台将择机立案#法硕我国有期徒刑数罪并罚采取“限制加重原则”，24年的判处几乎是有期徒刑并罚的顶格。罪恶多端，#人人贷平台逾期兑付两年#必将严惩！@人民日报@首都金融,11,0,31
13,4822830170243688,心结不喜欢走夜路,2022-10-10 01:16:19,唐山打人事件曝光的时候，更多的是对于打人者的愤慨，对被打女生的共情，何其无辜。今天才意识到，在当下情景，愿意站出来的女生是需要多么大的勇气。不知道事态是怎么发展来的，不知道对方的神志意识，不知道对方是否有危险性物品，也更加为女性之间的互助而动容。同时，对走夜路的厌恶度+max。 ,0,1,2
14,4823123339776840,吐司爱吃肉,2022-10-10 20:41:16,“因为唐山打人事件，女朋友和我说了分手，我觉得自己没说错，大家来评评理…” ,0,0,0
14,4823110174377380,是丙宸啊,2022-10-10 19:48:57,@凤凰网@头条新闻@网易新闻@1818黄金眼@香江物业@民#国庆节##广州##唐山打人#为抢车位，路虎车明知刚出院仍故意开车撞人广州·锦绣香江,0,1,0
14,4823062190753762,少女不看日落,2022-10-10 16:38:17,6.10唐山打人案后ptsd了属于接收到负面的消息头疼忍不住想干呕我无法拯救别人可我时常还是会为女性的处境而感到难过,1,1,3
14,4822951658262863,娱乐抢先帝,2022-10-10 09:19:04,#成龙为唐山打人事件发声 有能力制止的话，我们一定要站出来！因为我们不知道，下一次，躺在那里的会不会是我们自己...帮助别人就是帮助自己！#成龙  娱乐抢先帝的微博视频 ,0,1,1
14,4822941844639017,内涵观众,2022-10-10 08:40:04,唐山打人案一审宣判 #亿点曝光计划# ,0,0,0
14,4822937250564335,damienriee,2022-10-10 08:21:49,@凤凰网@头条新闻@网易新闻@1818黄金眼@香江物业@民#国庆节##广州##唐山打人#为抢车位，路虎车明知刚出院仍故意开车撞人广州·锦绣香江,0,0,1
14,4822920666285121,俞飞,2022-10-10 07:15:55,搂搂……《唐山打人案调查采访》唐山打人案调查采访网页链接 ,0,0,3
15,4822306930558218,莓莓芝心酥HK,2022-10-08 14:37:09,#脱口秀女演员的力量感#一直都很喜欢女脱口秀演员们的表达，有思想，充满力量，尤其是双胞胎今年的文本无敌强，虽然淘汰了，但是唐山打人的那个文本依旧震撼到我 ,0,1,3
15,4822290599247974,杨瑞华15279119941,2022-10-08 13:32:14,唐山打人事件，判24年，这样那样的罪怎么没有要人命的罪，出了人命是一种判法，没要人命，就是故意伤害罪，非要人命，才罢休,0,0,0
15,4822286462356779,普普通通憨憨,2022-10-08 13:15:49,一直以为只有在电视节目跟新闻资讯里面有这样的物种，没想到让我在游戏里碰见了！！！虽然说全体男性不是这个样子，但是很难避免让人不因为这种人而对男性群体产生恐惧还地域黑说东北人都是你这样的吧？后面又说唐山打人，怎么没把我打死？人面对恶意的第一是间是慌张无措，后面就是愤怒，再后面就是可笑，连码都不想给他打,0,2,2
15,4822258940121196,--Akira_,2022-10-08 11:26:27,我现在对男的印象是，油腻一点就是唐山打人党，会打扮一点就，是gay吧？,0,11,17
15,4822266951764764,黑白文章泽渊诗,2022-10-08 11:58:17,发布了头条文章：《唐山打人案心理分析，犯罪嫌疑人的行为就是报复和发泄，冲动成瘾》  唐山打人案心理分析，犯罪嫌疑人的行为就是报复和发泄，冲动成瘾 ,0,0,1
15,4822251365469850,福州老郑123,2022-10-08 10:56:21,一直以为只有在电视节目跟新闻资讯里面有这样的物种，没想到让我在游戏里碰见了！！！虽然说全体男性不是这个样子，但是很难避免让人不因为这种人而对男性群体产生恐惧还地域黑说东北人都是你这样的吧？后面又说唐山打人，怎么没把我打死？人面对恶意的第一是间是慌张无措，后面就是愤怒，再后面就是可笑，连码都不想给他打,0,5,5
15,4822236336752222,小粤不想长胖哟,2022-10-08 09:56:38,昨晚不知道抽什么疯，快要睡觉了突然想到唐山烧烤店打人案，然后想着想着就哭了，突然觉得如果我在场我会早怎么做？ ,0,1,10
15,4822191986704962,柔情温和暖熹开,2022-10-08 07:00:24,唐山烧烤 为唐山打人事件发声    网友：请罗翔老师出山  柔情温和暖熹开的微博视频 ,0,0,1
15,4822185233613223,东方法魂,2022-10-08 06:33:34,严厉打击保护伞背后的称天保护伞，才是重中之重，才是惩治司法腐败的核心……      《唐山打人事件，主犯陈继志已经获刑24年，他的保护伞会怎么判？》唐山打人事件，主犯陈继志已经获刑24年，他的保护伞会怎么判？网页链接 ,0,0,1
16,4822597252679949,吃瓜之旅准备减肥,2022-10-09 09:50:47,杜新枝既没有92年真准生证，又没有淮河医院出生证，只有一套被涂改伪造得面目全非的病历，名下也没有92年孩子的任何信息。92年9月28日单位盖章同意她填报的《独生子女残疾儿医学鉴定诊断申请、审批表》中填写着“因摔伤至胎儿死亡”，也进一步说明杜没有92年孩子，淮河医院就爽快地赔给郭杜132万。合理质疑杜新枝郭希宽是和淮河医院合谋套取国家财产#错换人生28年##偷换人生28年事件##打黑除恶##河南民权县全域人员赋码管理##唐山打人案一审宣判#吃瓜之旅准备减肥的微博视频,11,0,31
16,4822594396096557,天佑颖紫,2022-10-09 09:39:26,#暴风眼##扫黑风暴##唐山打人事件# 丧尸🧟还是时时刻刻盯着的。除了恶心🤢就只有恶心🤢 天佑颖紫的微博视频 ,0,1,0
16,4822590382146895,爆炸锁了,2022-10-09 09:23:29,TF三代周边中转站用微信能知道别人的真实姓名吗？就是能人肉别人吗？昨天晚上我遇到像前段时间唐山打人事件的那种人了，那个恶心猥琐的中年男人非要加微信，只好先加上了，我要骑电动车还站到我的电动车面前，真的被吓到了，后面回家我都骑的飞快，害怕他追上来，但是心里还是很不甘心，想把他曝光，我们这里只是个小县城，找人不难，他也是有家庭有孩子的人，想让他周围的人都知道他做了这种恶心的事,0,0,0
16,4822488083595553,用户6486386625,2022-10-09 02:36:59,今晚自己制作玉灵膏到半夜，据说是补血的，血虚的补补，随便看看了一些新闻，目前最关心的还是唐山打人事件有没有可能出现反转，那几个女孩到底怎么样了？至于股票其实很简单的，就是直接逻辑关系和间接逻辑关系，国庆节期间有很多的财经新闻，这些在股市中只能作为次要矛盾，和股票的涨跌只能形成间接逻辑关系，不能作为判断股票涨跌的依据，股民不能犯眉毛胡子一把抓的错误！每支股票都有其内在逻辑，按自己的节奏在上下波动，个股和大盘之间也是间接逻辑关系，买卖股票不需要理会大盘，上什么山头，唱什么歌！,0,0,0
16,4822389797685249,北桥堪折,2022-10-08 20:06:26,#一年一度喜剧大赛男友来了#连女的玩个游戏都要讽刺，真不知道你们脑子里装的都是什么，怎么不讽刺唐山打人当街乱砍啊 ,0,1,72
16,4822393916229759,李书书书书书书书1,2022-10-08 20:22:48,发生了事情，我才知道身为一个老百姓，无处寻公道的无力。#新闻##唐山 打人# 欲帝始终一人的微博视频 ,0,1,4
16,4822306930558218,莓莓芝心酥HK,2022-10-08 14:37:09,#脱口秀女演员的力量感#一直都很喜欢女脱口秀演员们的表达，有思想，充满力量，尤其是双胞胎今年的文本无敌强，虽然淘汰了，但是唐山打人的那个文本依旧震撼到我 ,0,1,3
17,4822290599247974,杨瑞华15279119941,2022-10-08 13:32:14,唐山打人事件，判24年，这样那样的罪怎么没有要人命的罪，出了人命是一种判法，没要人命，就是故意伤害罪，非要人命，才罢休 ,0,0,0
17,4822286462356779,普普通通憨憨,2022-10-08 13:15:49,一直以为只有在电视节目跟新闻资讯里面有这样的物种，没想到让我在游戏里碰见了！！！虽然说全体男性不是这个样子，但是很难避免让人不因为这种人而对男性群体产生恐惧还地域黑说东北人都是你这样的吧？后面又说唐山打人，怎么没把我打死？人面对恶意的第一是间是慌张无措，后面就是愤怒，再后面就是可笑，连码都不想给他打,0,2,2
17,4822258940121196,--Akira_,2022-10-08 11:26:27,我现在对男的印象是，油腻一点就是唐山打人党，会打扮一点就，是gay吧？,0,11,17
17,4822266951764764,黑白文章泽渊诗,2022-10-08 11:58:17,发布了头条文章：《唐山打人案心理分析，犯罪嫌疑人的行为就是报复和发泄，冲动成瘾》  唐山打人案心理分析，犯罪嫌疑人的行为就是报复和发泄，冲动成瘾 ,0,0,1
17,4822251365469850,福州老郑123,2022-10-08 10:56:21,一直以为只有在电视节目跟新闻资讯里面有这样的物种，没想到让我在游戏里碰见了！！！虽然说全体男性不是这个样子，但是很难避免让人不因为这种人而对男性群体产生恐惧还地域黑说东北人都是你这样的吧？后面又说唐山打人，怎么没把我打死？人面对恶意的第一是间是慌张无措，后面就是愤怒，再后面就是可笑，连码都不想给他打,0,5,5
17,4822236336752222,小粤不想长胖哟,2022-10-08 09:56:38,昨晚不知道抽什么疯，快要睡觉了突然想到唐山烧烤店打人案，然后想着想着就哭了，突然觉得如果我在场我会早怎么做？ ,0,1,10
17,4822191986704962,柔情温和暖熹开,2022-10-08 07:00:24,唐山烧烤 为唐山打人事件发声    网友：请罗翔老师出山  柔情温和暖熹开的微博视频 ,0,0,1
17,4822185233613223,东方法魂,2022-10-08 06:33:34,严厉打击保护伞背后的称天保护伞，才是重中之重，才是惩治司法腐败的核心……      《唐山打人事件，主犯陈继志已经获刑24年，他的保护伞会怎么判？》唐山打人事件，主犯陈继志已经获刑24年，他的保护伞会怎么判？网页链接 ,0,0,1
17,4822085706713527,营口眼镜哥,2022-10-07 23:58:05,唐山被打女孩最新进展，保护伞黑恶势力一锅端#唐山被打人施暴者或可处10年以上刑期# 抖音营口眼镜哥的微博视频 ,0,0,3
18,4822077569505091,愿你新年快乐,2022-10-07 23:25:45,#追梦格林拳击普尔视频曝光#看了视频心一颤 上一次还是唐山打人事件… ,0,0,3
18,4822054408820267,拥有容人的雅量,2022-10-07 21:53:43,懂了韩昌黎说的“千里马常有而伯乐不常有”的意思了。无论唐山烧烤店打人事件还是辛吉飞曝光海克斯科技，这种事每天都在发生也每天都有人在曝光。“伯乐”安居庙堂之上，想要做什么事的时候，就在背后推一匹“千里马”来引导舆论导向，所谓“用舍行藏”想重读唐诗和唐宋八大家了,0,0,2
18,4822026500706306,雨霽清晨,2022-10-07 20:02:49,懂了韩昌黎说的“千里马常有而伯乐不常有”的意思了。无论唐山烧烤店打人事件还是辛吉飞曝光海克斯科技，这种事每天都在发生也每天都有人在曝光。“伯乐”安居庙堂之上，想要做什么事的时候，就在背后推一匹“千里马”来引导舆论导向，所谓“用舍行藏”想重读唐诗和唐宋八大家了,1,1,2
18,4821915744603947,蓝莓熊_,2022-10-07 12:42:43,#赵露思#真服了微博上的人了对女明星好苛刻啊你管是不是买的热搜明星买热搜营销不正常吗你别点进词条就行了还单独发个微博骂骂贱不贱啊对男明星：哥哥有女朋友也没关系只要不乱搞就行对女明星：怎么老买热搜烦死了大饼脸没镜子也有尿吧你们这群雌竞女和替唐山打人事件发声girlshelpgirls的是一群人吗没想到小丫头片子还他妈有两副面孔呐,0,1,2
18,4821345362511477,俺火腿长,2022-10-05 22:56:13,真的可笑，我说高彦刷屏了，好几个女的上我评论区伸张正义，一点开主页，铁链女微博没转，唐山打人的微博没转，高铁卖卫生巾的微博没转，有的甚至连高彦这件事的微博都没转，说火没烧到我身上果然不痛不痒，那你链子都栓到脖子上了，拳头都挥到你脸上了，血都流到裤子上了，你怎么还无动于衷呢？ ,2,9,92
18,4821864951580426,江城苍术,2022-10-07 09:20:53,今日上课得到的新角度：唐山打人案里的施暴者是专业的打手，长时间的拳打脚踢最后只判来轻伤二级，因为他们经验丰富，知道该打哪里 ,0,0,4
19,4821681417230568,吃瓜之旅准备减肥,2022-10-06 21:11:35,是照顾袁多多的人吧？#错换人生28年##偷换人生28年事件##打黑除恶##唐山打人案一审宣判# 吃瓜之旅准备减肥的微博视频 ,0,1,22
19,4821738427516108,胖达儿panda,2022-10-07 00:58:07,我朋友爸妈催婚，跟她说结婚了就可以不上班，让老公养。朋友说，你们怎么保证我碰不到唐山打人的那种人？朋友妈说，那都是少数社会败类。朋友问，这些少数社会败类是不是结婚了，有孩子有对象？她爸说，你又不在烧烤店现场不知道原因，都是有原因的。朋友问，那我要是被家暴了怎么办？朋友爸说，家暴打人也是有原因的。我听了以后……这种书背怎么还没从地球上灭绝啊,0,7,2
19,4821726086825977,嗨鼻涕妞,2022-10-07 00:09:05,我们教室有一个很爱睡觉并且呼噜声很大的人位置离我挺近我今天实在憋不住拍醒他“你呼噜声好吵”边上的人说我很勇其实我很怕他来打我因为他体形很壮唐山打人事情以后我看到这种壮壮的人会下意识地害怕但我真的烦透了他的呼噜声太吵了当时就一个想法如果他动手打我我绝对打死他,0,0,0
19,4821724132284605,剧仙,2022-10-07 00:01:19,#唐山打人案一审宣判#  24年是我没想到的。    剧仙的微博视频 ,0,1,10
19,4821722018876774,品质生活365健康管理,2022-10-06 23:52:55,我朋友爸妈催婚，跟她说结婚了就可以不上班，让老公养。朋友说，你们怎么保证我碰不到唐山打人的那种人？朋友妈说，那都是少数社会败类。朋友问，这些少数社会败类是不是结婚了，有孩子有对象？她爸说，你又不在烧烤店现场不知道原因，都是有原因的。朋友问，那我要是被家暴了怎么办？朋友爸说，家暴打人也是有原因的。我听了以后……这种书背怎么还没从地球上灭绝啊,0,0,1
19,4821681744388192,好吃草莓蛋炒饭77,2022-10-06 21:12:53,我真的会谢唐山那个该死刑的打人者，卫衣是以前上高中还是大学买的，现在都工作了，穿的次数屈指可数，今天我妈说这衣服就留衣柜里吧，不能穿了，看着吓人 ,0,10,0
19,4821681279080346,小猫不和小狗打架,2022-10-06 21:11:02,#上海金科路杀女案#今天才知道，性质比唐山打人事件恶劣百倍，唉 ,0,0,14
19,4821587724864638,黑房间的卡夫卡,2022-10-06 14:59:17,说起来也挺好笑的，唐山打人事件之后，一堆地方开始让警察晚上迅街，记得还有很多新闻，有的警察说：&quot;大家可以放心！我们在这陪着。&quot;现在起码在我的城市基本上看不到了，也可能仅仅是我的片区，河北当地的城市都是这样了，不知道其他城市是什么样。出事，作秀再缩水，好像一套成熟的流水线工程。 ,0,0,1
20,4821441810530622,落蔓之夏,2022-10-06 05:19:28,练听力，没想到唐山打人事件在外网都有报道啊 ,0,0,6
20,4821414647693451,Iron_hammer,2022-10-06 03:31:32,#唐山打人#测试测试测试进入体制内，没深厚背景的个体，升到科、处级的概率最大，相对成本最小；且，科、处级权力看似不大，却最容易寻租变现。因为权力寻租变现更方便，在这过程中就更容易侵害权力客体的利益，产生各种矛盾。这类矛盾产生以后，侵权方一般首先采取压制或拖延的方式，而被侵害方选择最多的方式就是向更高层级的权力寻求仲裁。因科、处级并不掌握如生杀予夺般的绝对权力，当压制、拖延不起作用的时候，也只能让矛盾上升到更高层级权力面前。在信息传递不发达，上升矛盾层级并不起太大作用。但在互联网时代，上升矛盾层级能传染的情绪能量呈几何级数增长，以至于能引起更高层级权力的注意，而更高层级权力为安抚可能威胁利益基础的情绪能量，最直接有效的方法，就是处置低层级的权力形象代言人。唐山案就是上述套路的典型代表。,0,2,1
20,4821402286555899,用户6486386625,2022-10-06 02:42:25,最近抖音平台上，要求重新审判唐山打人事件的呼声很高，这些作品都被限流，甚至直接不适合公开为由，不予发布，很多抖音账号被不符合社区自律公约为由被永久封号，符合利益相关方的就对，不符合利益相关方的就是错的，在自媒体上被资本掌握舆论解释权，对于国家来说有极大危害性 ,0,1,3
20,4821389280019083,兰禹z,2022-10-06 01:50:44,#唐山打人#测试测试测试进入体制内，没深厚背景的个体，升到科、处级的概率最大，相对成本最小；且，科、处级权力看似不大，却最容易寻租变现。因为权力寻租变现更方便，在这过程中就更容易侵害权力客体的利益，产生各种矛盾。这类矛盾产生以后，侵权方一般首先采取压制或拖延的方式，而被侵害方选择最多的方式就是向更高层级的权力寻求仲裁。因科、处级并不掌握如生杀予夺般的绝对权力，当压制、拖延不起作用的时候，也只能让矛盾上升到更高层级权力面前。在信息传递不发达，上升矛盾层级并不起太大作用。但在互联网时代，上升矛盾层级能传染的情绪能量呈几何级数增长，以至于能引起更高层级权力的注意，而更高层级权力为安抚可能威胁利益基础的情绪能量，最直接有效的方法，就是处置低层级的权力形象代言人。唐山案就是上述套路的典型代表。,0,0,0
20,4821352928514325,天天甜甜黏黏,2022-10-05 23:26:17,2022.10.5晴星期三快22点我去买烧烤吃，在店里刷手机坐着等。突然我发现有个人拿着一瓶喝了两口的红牛低头一直看我，着实把我吓到了，脑海里第一反应就是“唐山打人事件”。幸好，他只是单纯看着我。我说：“是不是占了你的位置？”。我去了隔壁桌。他很真诚地说：“没有，我只是觉得你长得好漂亮啊。”接着他就若无其事地坐在旁边吃山核桃。我整个人都懵了，首先，近期我家突然停水，我差不多一个星期没洗头没洗脸，狼狈得不能再狼狈了，何来好看之说；其次，我穿的也很普通；最后，有惊无险，非常感谢。,0,12,2
20,4821347777123098,梦涡散人_琉瓠处士,2022-10-05 23:05:49,人在逻辑思考中，经常存在周延错误。举一个三段论推理的例子。河豚有毒河豚是鱼所以，鱼都有毒例子虽然看似离谱，但在互联网中，这种利用表面因果关系，最后得出离谱结论的人却不在少数。唐山打人的男人都是恶人带把的都是男人所以，带把的男人都是恶人我两年前买的华为笔记本特别卡华为新出的笔记本也是华为笔记本所以，华为笔记本都卡以偏概全某种程度上可以提高效率，但我希望的是大家能明白，以此得出的结论未必百分百正确。明白从哪里出现问题，才能从根本弱化人的一偏之见而且偏见往往都是不好的一面，怎么就没人说我和王一博都是人王一博是帅哥我也是帅哥,0,2,0
20,4821346020231523,油菜花别落灰尘啦,2022-10-05 22:58:50,今天家里人又跟我说之前唐山烧烤打人事件我不该在家庭群里发表言论，有些事你的想法不要说出来，这个事情不关你的事，不关你事的不要说。我只能说，他说出这种话是因为他是没有共情能力的男性。 ,0,0,0
20,4821294787592522,单车小朋,2022-10-05 19:35:14,#电视剧底线##底线登剧集影响力榜榜首#底线 真实案件合集 案件一.雷星宇辱母杀人案二审改判防卫过当有期徒刑五年，遏制了高利贷暴力催收行为#成毅 #唐山打人案主犯获刑24年 单车小朋的微博视频 ,0,0,0
20,4821294732021679,单车小朋,2022-10-05 19:35:02,#电视剧底线##法网灰灰#底线 《底线》真实案件争议点合集 案件二.part1职场xing骚扰，大众对女性的偏见 #好剧推荐 #唐山打人案主犯获刑24年 单车小朋的微博视频 ,0,0,1
20,4821253829167053,丹麦曲小奇,2022-10-05 16:52:30,#唐山打人案一审宣判##唐山打人案将于23日公开宣判##唐山打人案今日公开审理#我们不是旁观者，而是暂时的幸存者。 ,1,2,25
